2025-06-30 11:54:30 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:52 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:52 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:52 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:52 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:52 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:52 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:53 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:57:27 | google.auth.transport.requests | DEBUG | requests.py:186 __call__ Thread-46 (_run) | Making request: POST https://oauth2.googleapis.com/token
2025-06-30 11:57:27 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn Thread-46 (_run) | Starting new HTTPS connection (1): oauth2.googleapis.com:443
2025-06-30 11:57:27 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request Thread-46 (_run) | https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
2025-06-30 11:57:31 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:87 __init__ MainThread | Ephys | Creating new session for mouse Mouse(366122), operator User('ryan.gillis')
2025-06-30 11:57:31 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/donors/info/details.json?external_donor_name=366122
2025-06-30 11:57:31 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /donors/info/details.json?external_donor_name=366122 HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/specimens/isi_experiment_details/366122.json
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /specimens/isi_experiment_details/366122.json HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/users.json?login=ryan.gillis
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /users.json?login=ryan.gillis HTTP/1.1" 200 None
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "POST /observatory/ecephys_session/create HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/ecephys_sessions.json?id=1445648164
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /ecephys_sessions.json?id=1445648164 HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/ecephys_sessions.json?id=1445648164
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /ecephys_sessions.json?id=1445648164 HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:111 session MainThread | Set experiment.session to PipelineSession('1445648164_366122_20250630')
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring MouseDirector.comp = Mon
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring MouseDirector.port = 9000
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring MouseDirector.timeout = 10.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring MouseDirector.serialization = json
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring MouseDirector.rsc_app_id = mousedirector
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.comp = Sync
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.port = 5000
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.data = c$/ProgramData/AIBS_MPE/sync/data
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.gb_per_hr = 2.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.min_rec_hr = 3.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.serialization = pickle
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring Sync.rsc_app_id = sync_device
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.comp = Mon
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.port = 50000
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.gb_per_hr = 2.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.min_rec_hr = 3.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.pretest_duration_sec = 5
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.data = c$/ProgramData/AIBS_MPE/mvr/data
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.timeout = 2.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring VideoMVR.rsc_app_id = mvr
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring ImageMVR.comp = Mon
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring ImageMVR.port = 50000
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring ImageMVR.gb_per_hr = 0.2
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring ImageMVR.min_rec_hr = 0.1
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring ImageMVR.data = c$/ProgramData/AIBS_MPE/mvr/data
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring ImageMVR.timeout = 2.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.comp = Mon
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_root = c$/MPM_data
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_name = log.csv
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.log_time_fmt = %Y/%m/%d %H:%M:%S.%f
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.max_z_travel = 6000
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.data_fieldnames = ['last_moved', 'manipulator', 'x_virtual', 'y_virtual', 'z_virtual', 'x', 'y', 'z']
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.rsc_app_id = newscale_motor
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring NewScaleCoordinateRecorder.probe_to_serial_number = {'A': 'SN32148', 'B': 'SN32142', 'C': 'SN32144', 'D': 'SN32149', 'E': 'SN32135', 'F': 'SN24273'}
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.comp = Stim
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.port = 5000
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.data = c$/ProgramData/AIBS_MPE/camstim/data
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.gb_per_hr = 0.2
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.min_rec_hr = 3.0
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.serialization = json
2025-06-30 11:57:32 | np_workflows.shared.base_experiments | DEBUG | base_experiments.py:173 apply_config MainThread | Ephys | Configuring SessionCamstim.rsc_app_id = camstim_agent
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/ecephys_sessions.json?id=1445648164
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /ecephys_sessions.json?id=1445648164 HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/ecephys_sessions.json?id=1445648164
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /ecephys_sessions.json?id=1445648164 HTTP/1.1" 200 None
2025-06-30 11:57:32 | web | INFO | main_V2_pilot.py:214 new_experiment MainThread | Ephys(1445648164_366122_20250630) created
2025-06-30 11:57:32 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/ecephys_sessions.json?id=1445648164
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /ecephys_sessions.json?id=1445648164 HTTP/1.1" 200 None
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:143 __init__ MainThread | Creating new 1445648164_366122_20250630_platformD1.json
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:330 update_from_session MainThread | Updating 1445648164_366122_20250630_platformD1.json with session 1445648164 fields, with write disabled
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:317 update MainThread | Updating 1445648164_366122_20250630_platformD1.json operatorID:  -> ryan.gillis
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.operatorID = ryan.gillis
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115732
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:198 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115732
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:317 update MainThread | Updating 1445648164_366122_20250630_platformD1.json sessionID:  -> 1445648164
2025-06-30 11:57:32 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.sessionID = 1445648164
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:198 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:317 update MainThread | Updating 1445648164_366122_20250630_platformD1.json mouseID:  -> 366122
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.mouseID = 366122
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:198 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.subclasses.pipeline | DEBUG | pipeline.py:481 start MainThread | Could not find experiment start time in //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json: using start of day instead
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.subclasses.pipeline | DEBUG | pipeline.py:505 end MainThread | Could not find experiment end time in //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json: using end of day instead
2025-06-30 11:57:33 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:57:33 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /get_behavior_sessions/ HTTP/1.1" 200 124789
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:317 update MainThread | Updating 1445648164_366122_20250630_platformD1.json project:  -> NeuropixelPlatformDevelopment
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.project = NeuropixelPlatformDevelopment
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:198 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json
2025-06-30 11:57:33 | np_session.databases.lims2 | DEBUG | lims2.py:36 requester MainThread | Requesting https://lims2.corp.alleninstitute.org/ecephys_sessions.json?id=1445648164
2025-06-30 11:57:33 | urllib3.connectionpool | DEBUG | connectionpool.py:1053 _new_conn MainThread | Starting new HTTPS connection (1): lims2.corp.alleninstitute.org:443
2025-06-30 11:57:33 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | https://lims2.corp.alleninstitute.org:443 "GET /ecephys_sessions.json?id=1445648164 HTTP/1.1" 200 None
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:317 update MainThread | Updating 1445648164_366122_20250630_platformD1.json hab: None -> False
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.hab = False
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115733
2025-06-30 11:57:33 | np_session.components.platform_json | DEBUG | platform_json.py:198 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json
2025-06-30 11:57:34 | np_session.components.platform_json | DEBUG | platform_json.py:183 __setattr__ MainThread | Updated 1445648164_366122_20250630_platformD1.json.platform_json_save_time = 20250630115734
2025-06-30 11:57:34 | np_session.components.platform_json | DEBUG | platform_json.py:198 write MainThread | PlatformJson wrote to //allen/programs/mindscope/workgroups/np-exp/1445648164_366122_20250630/1445648164_366122_20250630_platformD1.json
